T,X,Y,Z,Rx,Ry,Rz
1603,0,257,-81,2235,163,-392
1605,0,58,-27,2132,174,-394
16
1609,0,232,-50,2071,54,-767
1611,0,-1271,-147,1722,197,-174
1613,0,257,-81,2235,163,-392
1615,0,58,-27,2132,174,-394
1617,0,103,-24,2191,77,-679
1619,0,232,-50,2071,54,-767
1621,0,-1271,-147,1722,197,-174
1623,0,257,-81,2235,163,-392
1625,0,58,-27,2132,174,-394
1627,0,103,-24,2191,77,-679
1629,0,232,-50,2071,54,-767
1631,0,-1271,-147,1722,197,-174
1633,0,257,-81,2235,163,-392
1635,0,58,-27,2132,174,-394
1637,0,103,-24,2191,77,-679
1639,0,232,-50,2071,54,-767
1641,0,-1271,-147,1722,197,-174
1643,0,257,-81,2235,163,-392
1645,0,58,-27,2132,174,-394
1647,0,103,-24,2191,77,-679
1649,0,232,-50,2071,54,-767
1651,0,-1271,-147,1722,197,-174
1653,0,257,-81,2235,163,-392
1655,0,58,-27,2132,174,-394
1657,0,103,-24,2191,77,-679
1659,0,232,-50,2071,54,-767
1661,0,-1271,-147,1722,197,-174
1663,0,257,-81,2235,163,-392
1665,0,58,-27,2132,174,-394
1667,0,103,-24,2191,77,-679
1669,0,232,-50,2071,54,-767
1671,0,-1271,-147,1722,197,-174
1673,0,257,-81,2235,163,-392
1675,0,58,-27,2132,174,-394
16
1679,0,232,-50,2071,54,-767
1681,0,-1271,-147,1722,197,-174
1683,0,257,-81,2235,163,-392
1685,0,58,-27,2132,174,-394
1687,0,103,-24,2191,77,-679
1689,0,232,-50,2071,54,-767
1691,0,-1271,-147,1722,197,-174
1693,0,257,-81,2235,163,-392
1695,0,58,-27,2132,174,-394
1697,0,103,-24,2191,77,-679
1699,0,232,-50,2071,54,-767
1701,0,-1271,-147,1722,197,-174
1703,0,257,-81,2235,163,-392
1705,0,58,-27,2132,174,-394
1707,0,103,-24,2191,77,-679
1709,0,232,-50,2071,54,-767
1711,0,-1271,-147,1722,197,-174
1713,0,257,-81,2235,163,-392
1715,0,58,-27,2132,174,-394
1717,0,103,-24,2191,77,-679
1719,0,232,-50,2071,54,-767
1721,0,-1271,-147,1722,197,-174
1723,0,257,-81,2235,163,-392
1725,0,58,-27,2132,174,-394
1727,0,103,-24,2191,77,-679
1729,0,232,-50,2071,54,-767
1731,0,-1271,-147,1722,197,-174
1733,0,257,-81,2235,163,-392
1735,0,58,-27,2132,174,-394
1737,0,103,-24,2191,77,-679
1739,0,232,-50,2071,54,-767
1741,0,-1271,-147,1722,197,-174
1743,0,257,-81,2235,163,-392
1745,0,58,-27,2132,174,-394
17
1749,0,232,-50,2071,54,-767
1751,0,-1271,-147,1722,197,-174
1753,0,257,-81,2235,163,-392
1755,0,58,-27,2132,174,-394
1757,0,103,-24,2191,77,-679
1759,0,232,-50,2071,54,-767
1761,0,-1271,-147,1722,197,-174
1763,0,257,-81,2235,163,-392
1765,0,58,-27,2132,174,-394
1767,0,103,-24,2191,77,-679
1769,0,232,-50,2071,54,-767
1771,0,-1271,-147,1722,197,-174
1773,0,257,-81,2235,163,-392
1775,0,58,-27,2132,174,-394
1777,0,103,-24,2191,77,-679
1779,0,232,-50,2071,54,-767
1781,0,-1271,-147,1722,197,-174
1783,0,257,-81,2235,163,-392
1785,0,58,-27,2132,174,-394
1787,0,103,-24,2191,77,-679
1789,0,232,-50,2071,54,-767
1791,0,-1271,-147,1722,197,-174
1793,0,257,-81,2235,163,-392
1795,0,58,-27,2132,174,-394
1797,0,103,-24,2191,77,-679
1799,0,232,-50,2071,54,-767
1801,0,-1271,-147,1722,197,-174
1803,0,257,-81,2235,163,-392
1805,0,58,-27,2132,174,-394
1807,0,103,-24,2191,77,-679
1809,0,232,-50,2071,54,-767
1811,0,-1271,-147,1722,197,-174
1813,0,257,-81,2235,163,-392
1815,0,58,-27,2132,174,-394
18
1819,0,232,-50,2071,54,-767
1821,0,-1271,-147,1722,197,-174
1823,0,257,-81,2235,163,-392
1825,0,58,-27,2132,174,-394
1827,0,103,-24,2191,77,-679
1829,0,232,-50,2071,54,-767
1831,0,-1271,-147,1722,197,-174
1833,0,257,-81,2235,163,-392
1835,0,58,-27,2132,174,-394
1837,0,103,-24,2191,77,-679
1839,0,232,-50,2071,54,-767
1841,0,-1271,-147,1722,197,-174
1843,0,257,-81,2235,163,-392
1845,0,58,-27,2132,174,-394
1847,0,103,-24,2191,77,-679
1849,0,232,-50,2071,54,-767
1851,0,-1271,-147,1722,197,-174
1853,0,257,-81,2235,163,-392
1855,0,58,-27,2132,174,-394
1857,0,103,-24,2191,77,-679
1859,0,232,-50,2071,54,-767
1861,0,-1271,-147,1722,197,-174
1863,0,257,-81,2235,163,-392
1865,0,58,-27,2132,174,-394
1867,0,103,-24,2191,77,-679
1869,0,232,-50,2071,54,-767
1871,0,-1271,-147,1722,197,-174
1873,0,257,-81,2235,163,-392
1875,0,58,-27,2132,174,-394
1877,0,103,-24,2191,77,-679
1879,0,232,-50,2071,54,-767
1881,0,-1271,-147,1722,197,-174
1883,0,257,-81,2235,163,-392
1885,0,58,-27,2132,174,-394
18
1889,0,232,-50,2071,54,-767
1891,0,-1271,-147,1722,197,-174
1893,0,257,-81,2235,163,-392
1895,0,58,-27,2132,174,-394
1897,0,103,-24,2191,77,-679
1899,0,232,-50,2071,54,-767
1901,0,-1271,-147,1722,197,-174
1903,0,257,-81,2235,163,-392
1905,0,58,-27,2132,174,-394
1907,0,103,-24,2191,77,-679
1909,0,232,-50,2071,54,-767
1911,0,-1271,-147,1722,197,-174
1913,0,257,-81,2235,163,-392
1915,0,58,-27,2132,174,-394
1917,0,103,-24,2191,77,-679
1919,0,232,-50,2071,54,-767
1921,0,-1271,-147,1722,197,-174
1923,0,257,-81,2235,163,-392
1925,0,58,-27,2132,174,-394
1927,0,103,-24,2191,77,-679
1929,0,232,-50,2071,54,-767
1931,0,-1271,-147,1722,197,-174
1933,0,257,-81,2235,163,-392
1935,0,58,-27,2132,174,-394
1937,0,103,-24,2191,77,-679
1939,0,232,-50,2071,54,-767
1941,0,-1271,-147,1722,197,-174
1943,0,257,-81,2235,163,-392
1945,0,58,-27,2132,174,-394
1947,0,103,-24,2191,77,-679
1949,0,232,-50,2071,54,-767
1951,0,-1271,-147,1722,197,-174
1953,0,257,-81,2235,163,-392
1955,0,58,-27,2132,174,-394
19
1959,0,232,-50,2071,54,-767
1961,0,-1271,-147,1722,197,-174
1963,0,257,-81,2235,163,-392
1965,0,58,-27,2132,174,-394
1967,0,103,-24,2191,77,-679
1969,0,232,-50,2071,54,-767
1971,0,-1271,-147,1722,197,-174
1973,0,257,-81,2235,163,-392
1975,0,58,-27,2132,174,-394
1977,0,103,-24,2191,77,-679
1979,0,232,-50,2071,54,-767
1981,0,-1271,-147,1722,197,-174
1983,0,257,-81,2235,163,-392
1985,0,58,-27,2132,174,-394
1987,0,103,-24,2191,77,-679
1989,0,232,-50,2071,54,-767
1991,0,-1271,-147,1722,197,-174
1993,0,257,-81,2235,163,-392
1995,0,58,-27,2132,174,-394
1997,0,103,-24,2191,77,-679
1999,0,232,-50,2071,54,-767
2001,0,-1271,-147,1722,197,-174
2003,0,257,-81,2235,163,-392
2005,0,58,-27,2132,174,-394
2007,0,103,-24,2191,77,-679
2009,0,232,-50,2071,54,-767
2011,0,-1271,-147,1722,197,-174
2013,0,257,-81,2235,163,-392
2015,0,58,-27,2132,174,-394
2017,0,103,-24,2191,77,-679
2019,0,232,-50,2071,54,-767
2021,0,-1271,-147,1722,197,-174
2023,0,257,-81,2235,163,-392
2025,0,58,-27,2132,174,-394
20
2029,0,232,-50,2071,54,-767
2031,0,-1271,-147,1722,197,-174
2033,0,257,-81,2235,163,-392
2035,0,58,-27,2132,174,-394
2037,0,103,-24,2191,77,-679
2039,0,232,-50,2071,54,-767
2041,0,-1271,-147,1722,197,-174
2043,0,257,-81,2235,163,-392
2045,0,58,-27,2132,174,-394
2047,0,103,-24,2191,77,-679
2049,0,232,-50,2071,54,-767
2051,0,-1271,-147,1722,197,-174
2053,0,257,-81,2235,163,-392
2055,0,58,-27,2132,174,-394
2057,0,103,-24,2191,77,-679
2059,0,232,-50,2071,54,-767
2061,0,-1271,-147,1722,197,-174
2063,0,257,-81,2235,163,-392
2065,0,58,-27,2132,174,-394
2067,0,103,-24,2191,77,-679
2069,0,232,-50,2071,54,-767
2071,0,-1271,-147,1722,197,-174
2073,0,257,-81,2235,163,-392
2075,0,58,-27,2132,174,-394
2077,0,103,-24,2191,77,-679
2079,0,232,-50,2071,54,-767
2081,0,-1271,-147,1722,197,-174
2083,0,257,-81,2235,163,-392
2085,0,58,-27,2132,174,-394
2087,0,103,-24,2191,77,-679
2089,0,232,-50,2071,54,-767
2091,0,-1271,-147,1722,197,-174
2093,0,257,-81,2235,163,-392
2095,0,58,-27,2132,174,-394
20
2099,0,232,-50,2071,54,-767
2101,0,-1271,-147,1722,197,-174
2103,0,257,-81,2235,163,-392
2105,0,58,-27,2132,174,-394
2107,0,103,-24,2191,77,-679
2109,0,232,-50,2071,54,-767
2111,0,-1271,-147,1722,197,-174
2113,0,257,-81,2235,163,-392
2115,0,58,-27,2132,174,-394
2117,0,103,-24,2191,77,-679
2119,0,232,-50,2071,54,-767
2121,0,-1271,-147,1722,197,-174
2123,0,257,-81,2235,163,-392
2125,0,58,-27,2132,174,-394
2127,0,103,-24,2191,77,-679
2129,0,232,-50,2071,54,-767
2131,0,-1271,-147,1722,197,-174
2133,0,257,-81,2235,163,-392
2135,0,58,-27,2132,174,-394
2137,0,103,-24,2191,77,-679
2139,0,232,-50,2071,54,-767
2141,0,-1271,-147,1722,197,-174
2143,0,257,-81,2235,163,-392
2145,0,58,-27,2132,174,-394
2147,0,103,-24,2191,77,-679
2149,0,232,-50,2071,54,-767
2151,0,-1271,-147,1722,197,-174
2153,0,257,-81,2235,163,-392
2155,0,58,-27,2132,174,-394
2157,0,103,-24,2191,77,-679
2159,0,232,-50,2071,54,-767
2161,0,-1271,-147,1722,197,-174
2163,0,257,-81,2235,163,-392
2165,0,58,-27,2132,174,-394
21
2169,0,232,-50,2071,54,-767
2171,0,-1271,-147,1722,197,-174
2173,0,257,-81,2235,163,-392
2175,0,58,-27,2132,174,-394
2177,0,103,-24,2191,77,-679
2179,0,232,-50,2071,54,-767
2181,0,-1271,-147,1722,197,-174
2183,0,257,-81,2235,163,-392
2185,0,58,-27,2132,174,-394
2187,0,103,-24,2191,77,-679
2189,0,232,-50,2071,54,-767
2191,0,-1271,-147,1722,197,-174
2193,0,257,-81,2235,163,-392
2195,0,58,-27,2132,174,-394
2197,0,103,-24,2191,77,-679
2199,0,232,-50,2071,54,-767
2201,0,-1271,-147,1722,197,-174
2203,0,257,-81,2235,163,-392
2205,0,58,-27,2132,174,-394
2207,0,103,-24,2191,77,-679
2209,0,232,-50,2071,54,-767
2211,0,-1271,-147,1722,197,-174
2213,0,257,-81,2235,163,-392
2215,0,58,-27,2132,174,-394
2217,0,103,-24,2191,77,-679
2219,0,232,-50,2071,54,-767
2221,0,-1271,-147,1722,197,-174
2223,0,257,-81,2235,163,-392
2225,0,58,-27,2132,174,-394
2227,0,103,-24,2191,77,-679
2229,0,232,-50,2071,54,-767
2231,0,-1271,-147,1722,197,-174
2233,0,257,-81,2235,163,-392
2235,0,58,-27,2132,174,-394
22
2239,0,232,-50,2071,54,-767
2241,0,-1271,-147,1722,197,-174
2243,0,257,-81,2235,163,-392
2245,0,58,-27,2132,174,-394
2247,0,103,-24,2191,77,-679
2249,0,232,-50,2071,54,-767
2251,0,-1271,-147,1722,197,-174
2253,0,257,-81,2235,163,-392
2255,0,58,-27,2132,174,-394
2257,0,103,-24,2191,77,-679
2259,0,232,-50,2071,54,-767
2261,0,-1271,-147,1722,197,-174
2263,0,257,-81,2235,163,-392
2265,0,58,-27,2132,174,-394
2267,0,103,-24,2191,77,-679
2269,0,232,-50,2071,54,-767
2271,0,-1271,-147,1722,197,-174
2273,0,257,-81,2235,163,-392
2275,0,58,-27,2132,174,-394
2277,0,103,-24,2191,77,-679
2279,0,232,-50,2071,54,-767
2281,0,-1271,-147,1722,197,-174
2283,0,257,-81,2235,163,-392
2285,0,58,-27,2132,174,-394
2287,0,103,-24,2191,77,-679
2289,0,232,-50,2071,54,-767
2291,0,-1271,-147,1722,197,-174
2293,0,257,-81,2235,163,-392
2295,0,58,-27,2132,174,-394
2297,0,103,-24,2191,77,-679
2299,0,232,-50,2071,54,-767
2301,0,-1271,-147,1722,197,-174
2303,0,257,-81,2235,163,-392
2305,0,58,-27,2132,174,-394
23
2309,0,232,-50,2071,54,-767
2311,0,-1271,-147,1722,197,-174
2313,0,257,-81,2235,163,-392
2315,0,58,-27,2132,174,-394
2317,0,103,-24,2191,77,-679
2319,0,232,-50,2071,54,-767
2321,0,-1271,-147,1722,197,-174
2323,0,257,-81,2235,163,-392
2325,0,58,-27,2132,174,-394
2327,0,103,-24,2191,77,-679
2329,0,232,-50,2071,54,-767
2331,0,-1271,-147,1722,197,-174
2333,0,257,-81,2235,163,-392
2335,0,58,-27,2132,174,-394
2337,0,103,-24,2191,77,-679
2339,0,232,-50,2071,54,-767
2341,0,-1271,-147,1722,197,-174
2343,0,257,-81,2235,163,-392
2345,0,58,-27,2132,174,-394
2347,0,103,-24,2191,77,-679
2349,0,232,-50,2071,54,-767
2351,0,-1271,-147,1722,197,-174
2353,0,257,-81,2235,163,-392
2355,0,58,-27,2132,174,-394
2357,0,103,-24,2191,77,-679
2359,0,232,-50,2071,54,-767
2361,0,-1271,-147,1722,197,-174
2363,0,257,-81,2235,163,-392
2365,0,58,-27,2132,174,-394
2367,0,103,-24,2191,77,-679
2369,0,232,-50,2071,54,-767
2371,0,-1271,-147,1722,197,-174
2373,0,257,-81,2235,163,-392
2375,0,58,-27,2132,174,-394
23
2379,0,232,-50,2071,54,-767
2381,0,-1271,-147,1722,197,-174
2383,0,257,-81,2235,163,-392
2385,0,58,-27,2132,174,-394
2387,0,103,-24,2191,77,-679
2389,0,232,-50,2071,54,-767
2391,0,-1271,-147,1722,197,-174
2393,0,257,-81,2235,163,-392
2395,0,58,-27,2132,174,-394
2397,0,103,-24,2191,77,-679
2399,0,232,-50,2071,54,-767
2401,0,-1271,-147,1722,197,-174
2403,0,257,-81,2235,163,-392
2405,0,58,-27,2132,174,-394
2407,0,103,-24,2191,77,-679
2409,0,232,-50,2071,54,-767
2411,0,-1271,-147,1722,197,-174
2413,0,257,-81,2235,163,-392
2415,0,58,-27,2132,174,-394
2417,0,103,-24,2191,77,-679
2419,0,232,-50,2071,54,-767
2421,0,-1271,-147,1722,197,-174
2423,0,257,-81,2235,163,-392
2425,0,58,-27,2132,174,-394
2427,0,103,-24,2191,77,-679
2429,0,232,-50,2071,54,-767
2431,0,-1271,-147,1722,197,-174
2433,0,257,-81,2235,163,-392
2435,0,58,-27,2132,174,-394
2437,0,103,-24,2191,77,-679
2439,0,232,-50,2071,54,-767
2441,0,-1271,-147,1722,197,-174
2443,0,257,-81,2235,163,-392
2445,0,58,-27,2132,174,-394
24
2449,0,232,-50,2071,54,-767
2451,0,-1271,-147,1722,197,-174
2453,0,257,-81,2235,163,-392
2455,0,58,-27,2132,174,-394
2457,0,103,-24,2191,77,-679
2459,0,232,-50,2071,54,-767
2461,0,-1271,-147,1722,197,-174
2463,0,257,-81,2235,163,-392
2465,0,58,-27,2132,174,-394
2467,0,103,-24,2191,77,-679
2469,0,232,-50,2071,54,-767
2471,0,-1271,-147,1722,197,-174
2473,0,257,-81,2235,163,-392
2475,0,58,-27,2132,174,-394
2477,0,103,-24,2191,77,-679
2479,0,232,-50,2071,54,-767
2481,0,-1271,-147,1722,197,-174
2483,0,257,-81,2235,163,-392
2485,0,58,-27,2132,174,-394
2487,0,103,-24,2191,77,-679
2489,0,232,-50,2071,54,-767
2491,0,-1271,-147,1722,197,-174
2493,0,257,-81,2235,163,-392
2495,0,58,-27,2132,174,-394
2497,0,103,-24,2191,77,-679
2499,0,232,-50,2071,54,-767
2501,0,-1271,-147,1722,197,-174
2503,0,257,-81,2235,163,-392
2505,0,58,-27,2132,174,-394
2507,0,103,-24,2191,77,-679
2509,0,232,-50,2071,54,-767
2511,0,-1271,-147,1722,197,-174
2513,0,257,-81,2235,163,-392
2515,0,58,-27,2132,174,-394
25
2519,0,232,-50,2071,54,-767
2521,0,-1271,-147,1722,197,-174
2523,0,257,-81,2235,163,-392
2525,0,58,-27,2132,174,-394
2527,0,103,-24,2191,77,-679
2529,0,232,-50,2071,54,-767
2531,0,-1271,-147,1722,197,-174
2533,0,257,-81,2235,163,-392
2535,0,58,-27,2132,174,-394
2537,0,103,-24,2191,77,-679
2539,0,232,-50,2071,54,-767
2541,0,-1271,-147,1722,197,-174
2543,0,257,-81,2235,163,-392
2545,0,58,-27,2132,174,-394
2547,0,103,-24,2191,77,-679
2549,0,232,-50,2071,54,-767
2551,0,-1271,-147,1722,197,-174
2553,0,257,-81,2235,163,-392
2555,0,58,-27,2132,174,-394
2557,0,103,-24,2191,77,-679
2559,0,232,-50,2071,54,-767
2561,0,-1271,-147,1722,197,-174
2563,0,257,-81,2235,163,-392
2565,0,58,-27,2132,174,-394
2567,0,103,-24,2191,77,-679
2569,0,232,-50,2071,54,-767
2571,0,-1271,-147,1722,197,-174
2573,0,257,-81,2235,163,-392
2575,0,58,-27,2132,174,-394
2577,0,103,-24,2191,77,-679
2579,0,232,-50,2071,54,-767
2581,0,-1271,-147,1722,197,-174
2583,0,257,-81,2235,163,-392
2585,0,58,-27,2132,174,-394
25
2589,0,232,-50,2071,54,-767
2591,0,-1271,-147,1722,197,-174
2593,0,257,-81,2235,163,-392
2595,0,58,-27,2132,174,-394
2597,0,103,-24,2191,77,-679
2599,0,232,-50,2071,54,-767
2601,0,-1271,-147,1722,197,-174
2603,0,257,-81,2235,163,-392
2605,0,58,-27,2132,174,-394
2607,0,103,-24,2191,77,-679
2609,0,232,-50,2071,54,-767
2611,0,-1271,-147,1722,197,-174
2613,0,257,-81,2235,163,-392
2615,0,58,-27,2132,174,-394
2617,0,103,-24,2191,77,-679
2619,0,232,-50,2071,54,-767
2621,0,-1271,-147,1722,197,-174
2623,0,257,-81,2235,163,-392
2625,0,58,-27,2132,174,-394
2627,0,103,-24,2191,77,-679
2629,0,232,-50,2071,54,-767
2631,0,-1271,-147,1722,197,-174
2633,0,257,-81,2235,163,-392
2635,0,58,-27,2132,174,-394
2637,0,103,-24,2191,77,-679
2639,0,232,-50,2071,54,-767
2641,0,-1271,-147,1722,197,-174
2643,0,257,-81,2235,163,-392
2645,0,58,-27,2132,174,-394
2647,0,103,-24,2191,77,-679
2649,0,232,-50,2071,54,-767
2651,0,-1271,-147,1722,197,-174
2653,0,257,-81,2235,163,-392
2655,0,58,-27,2132,174,-394
26
2659,0,232,-50,2071,54,-767
2661,0,-1271,-147,1722,197,-174
2663,0,257,-81,2235,163,-392
2665,0,58,-27,2132,174,-394
2667,0,103,-24,2191,77,-679
2669,0,232,-50,2071,54,-767
2671,0,-1271,-147,1722,197,-174
2673,0,257,-81,2235,163,-392
2675,0,58,-27,2132,174,-394
2677,0,103,-24,2191,77,-679
2679,0,232,-50,2071,54,-767
2681,0,-1271,-147,1722,197,-174
2683,0,257,-81,2235,163,-392
2685,0,58,-27,2132,174,-394
2687,0,103,-24,2191,77,-679
2689,0,232,-50,2071,54,-767
2691,0,-1271,-147,1722,197,-174
2693,0,257,-81,2235,163,-392
2695,0,58,-27,2132,174,-394
2697,0,103,-24,2191,77,-679
2699,0,232,-50,2071,54,-767
2701,0,-1271,-147,1722,197,-174
2703,0,257,-81,2235,163,-392
2705,0,58,-27,2132,174,-394
2707,0,103,-24,2191,77,-679
2709,0,232,-50,2071,54,-767
2711,0,-1271,-147,1722,197,-174
2713,0,257,-81,2235,163,-392
2715,0,58,-27,2132,174,-394
2717,0,103,-24,2191,77,-679
2719,0,232,-50,2071,54,-767
2721,0,-1271,-147,1722,197,-174
2723,0,257,-81,2235,163,-392
2725,0,58,-27,2132,174,-394
27
2729,0,232,-50,2071,54,-767
2731,0,-1271,-147,1722,197,-174
2733,0,257,-81,2235,163,-392
2735,0,58,-27,2132,174,-394
2737,0,103,-24,2191,77,-679
2739,0,232,-50,2071,54,-767
2741,0,-1271,-147,1722,197,-174
2743,0,257,-81,2235,163,-392
2745,0,58,-27,2132,174,-394
2747,0,103,-24,2191,77,-679
2749,0,232,-50,2071,54,-767
2751,0,-1271,-147,1722,197,-174
2753,0,257,-81,2235,163,-392
2755,0,58,-27,2132,174,-394
2757,0,103,-24,2191,77,-679
2759,0,232,-50,2071,54,-767
2761,0,-1271,-147,1722,197,-174
2763,0,257,-81,2235,163,-392
2765,0,58,-27,2132,174,-394
2767,0,103,-24,2191,77,-679
2769,0,232,-50,2071,54,-767
2771,0,-1271,-147,1722,197,-174
2773,0,257,-81,2235,163,-392
2775,0,58,-27,2132,174,-394
2777,0,103,-24,2191,77,-679
2779,0,232,-50,2071,54,-767
2781,0,-1271,-147,1722,197,-174
2783,0,257,-81,2235,163,-392
2785,0,58,-27,2132,174,-394
2787,0,103,-24,2191,77,-679
2789,0,232,-50,2071,54,-767
2791,0,-1271,-147,1722,197,-174
2793,0,257,-81,2235,163,-392
2795,0,58,-27,2132,174,-394
27
2799,0,232,-50,2071,54,-767
2801,0,-1271,-147,1722,197,-174
2803,0,257,-81,2235,163,-392
2805,0,58,-27,2132,174,-394
2807,0,103,-24,2191,77,-679
2809,0,232,-50,2071,54,-767
2811,0,-1271,-147,1722,197,-174
2813,0,257,-81,2235,163,-392
2815,0,58,-27,2132,174,-394
2817,0,103,-24,2191,77,-679
2819,0,232,-50,2071,54,-767
2821,0,-1271,-147,1722,197,-174
2823,0,257,-81,2235,163,-392
2825,0,58,-27,2132,174,-394
2827,0,103,-24,2191,77,-679
2829,0,232,-50,2071,54,-767
2831,0,-1271,-147,1722,197,-174
2833,0,257,-81,2235,163,-392
2835,0,58,-27,2132,174,-394
2837,0,103,-24,2191,77,-679
2839,0,232,-50,2071,54,-767
2841,0,-1271,-147,1722,197,-174
2843,0,257,-81,2235,163,-392
2845,0,58,-27,2132,174,-394
2847,0,103,-24,2191,77,-679
2849,0,232,-50,2071,54,-767
2851,0,-1271,-147,1722,197,-174
2853,0,257,-81,2235,163,-392
2855,0,58,-27,2132,174,-394
2857,0,103,-24,2191,77,-679
2859,0,232,-50,2071,54,-767
2861,0,-1271,-147,1722,197,-174
2863,0,257,-81,2235,163,-392
2865,0,58,-27,2132,174,-394
28
2869,0,232,-50,2071,54,-767
2871,0,-1271,-147,1722,197,-174
2873,0,257,-81,2235,163,-392
2875,0,58,-27,2132,174,-394
2877,0,103,-24,2191,77,-679
2879,0,232,-50,2071,54,-767
2881,0,-1271,-147,1722,197,-174
2883,0,257,-81,2235,163,-392
2885,0,58,-27,2132,174,-394
2887,0,103,-24,2191,77,-679
2889,0,232,-50,2071,54,-767
2891,0,-1271,-147,1722,197,-174
2893,0,257,-81,2235,163,-392
2895,0,58,-27,2132,174,-394
2897,0,103,-24,2191,77,-679
2899,0,232,-50,2071,54,-767
2901,0,-1271,-147,1722,197,-174
2903,0,257,-81,2235,163,-392
2905,0,58,-27,2132,174,-394
2907,0,103,-24,2191,77,-679
2909,0,232,-50,2071,54,-767
2911,0,-1271,-147,1722,197,-174
2913,0,257,-81,2235,163,-392
2915,0,58,-27,2132,174,-394
2917,0,103,-24,2191,77,-679
2919,0,232,-50,2071,54,-767
2921,0,-1271,-147,1722,197,-174
2923,0,257,-81,2235,163,-392
2925,0,58,-27,2132,174,-394
2927,0,103,-24,2191,77,-679
2929,0,232,-50,2071,54,-767
2931,0,-1271,-147,1722,197,-174
2933,0,257,-81,2235,163,-392
2935,0,58,-27,2132,174,-394
29
2939,0,232,-50,2071,54,-767
2941,0,-1271,-147,1722,197,-174
2943,0,257,-81,2235,163,-392
2945,0,58,-27,2132,174,-394
2947,0,103,-24,2191,77,-679
2949,0,232,-50,2071,54,-767
2951,0,-1271,-147,1722,197,-174
2953,0,257,-81,2235,163,-392
2955,0,58,-27,2132,174,-394
2957,0,103,-24,2191,77,-679
2959,0,232,-50,2071,54,-767
2961,0,-1271,-147,1722,197,-174
2963,0,257,-81,2235,163,-392
2965,0,58,-27,2132,174,-394
2967,0,103,-24,2191,77,-679
2969,0,232,-50,2071,54,-767
2971,0,-1271,-147,1722,197,-174
2973,0,257,-81,2235,163,-392
2975,0,58,-27,2132,174,-394
2977,0,103,-24,2191,77,-679
2979,0,232,-50,2071,54,-767
2981,0,-1271,-147,1722,197,-174
2983,0,257,-81,2235,163,-392
2985,0,58,-27,2132,174,-394
2987,0,103,-24,2191,77,-679
2989,0,232,-50,2071,54,-767
2991,0,-1271,-147,1722,197,-174
2993,0,257,-81,2235,163,-392
2995,0,58,-27,2132,174,-394
2997,0,103,-24,2191,77,-679
2999,0,232,-50,2071,54,-767
3001,0,-1271,-147,1722,197,-174
3003,0,257,-81,2235,163,-392
3005,0,58,-27,2132,174,-394
30
3009,0,232,-50,2071,54,-767
3011,0,-1271,-147,1722,197,-174
3013,0,257,-81,2235,163,-392
3015,0,58,-27,2132,174,-394
3017,0,103,-24,2191,77,-679
3019,0,232,-50,2071,54,-767
3021,0,-1271,-147,1722,197,-174
3023,0,257,-81,2235,163,-392
3025,0,58,-27,2132,174,-394
3027,0,103,-24,2191,77,-679
3029,0,232,-50,2071,54,-767
3031,0,-1271,-147,1722,197,-174
3033,0,257,-81,2235,163,-392
3035,0,58,-27,2132,174,-394
3037,0,103,-24,2191,77,-679
3039,0,232,-50,2071,54,-767
3041,0,-1271,-147,1722,197,-174
3043,0,257,-81,2235,163,-392
3045,0,58,-27,2132,174,-394
3047,0,103,-24,2191,77,-679
3049,0,232,-50,2071,54,-767
3051,0,-1271,-147,1722,197,-174
3053,0,257,-81,2235,163,-392
3055,0,58,-27,2132,174,-394
3057,0,103,-24,2191,77,-679
3059,0,232,-50,2071,54,-767
3061,0,-1271,-147,1722,197,-174
3063,0,257,-81,2235,163,-392
3065,0,58,-27,2132,174,-394
3067,0,103,-24,2191,77,-679
3069,0,232,-50,2071,54,-767
3071,0,-1271,-147,1722,197,-174
3073,0,257,-81,2235,163,-392
3075,0,58,-27,2132,174,-394
30
3079,0,232,-50,2071,54,-767
3081,0,-1271,-147,1722,197,-174
3083,0,257,-81,2235,163,-392
3085,0,58,-27,2132,174,-394
3087,0,103,-24,2191,77,-679
3089,0,232,-50,2071,54,-767
3091,0,-1271,-147,1722,197,-174
3093,0,257,-81,2235,163,-392
3095,0,58,-27,2132,174,-394
3097,0,103,-24,2191,77,-679
3099,0,232,-50,2071,54,-767
3101,0,-1271,-147,1722,197,-174
3103,0,257,-81,2235,163,-392
3105,0,58,-27,2132,174,-394
3107,0,103,-24,2191,77,-679
3109,0,232,-50,2071,54,-767
